"tweet_id"	"emotion"	"anger"	"fear"	"joy"	"sadness"
"461656302595211264"	"sadness"	"0.372575995966683"	"1.042661817572424"	"1.0472988304994721"	"1.4662886721258004"
"461656312808357888"	"joy"	"0"	"0.1756282439514695"	"0.6929138518894061"	"0"
"461656494971183105"	"joy"	"0.04756260140671581"	"0.6533899976891017"	"1.0766285162308418"	"0"
"461656549367111681"	"fear"	"0.23733430566518482"	"0.7902271138465226"	"0"	"0"
"461656649426411520"	"joy"	"0.7349394321616383"	"0.5577551577408559"	"0.8296711412521751"	"0.2806746615107049"
"461656753370038274"	"fear"	"0.07425196755217368"	"1.2980491381572694"	"0.8915180123010471"	"0.14833740452031519"
"461656803042803712"	"joy"	"0"	"0"	"0.5088581596996077"	"0"
"461656880599678976"	"unknown"	"0"	"0"	"0"	"0"
"461656960304037889"	"anger"	"2.062748021515254"	"0.092951959302161"	"0"	"0.8988412608665124"
"461656966683561984"	"sadness"	"0"	"0.032445987951873305"	"0"	"0.19544168419548633"
"461657046350184448"	"sadness"	"0.3800982904514409"	"0.7726916426738596"	"0.199476918802921"	"0.8603649800387161"
"461657107582840832"	"joy"	"0.380587334326768"	"0.27431944310329776"	"1.153168978416073"	"0.148312836073336"
"461657132728078336"	"unknown"	"0"	"0"	"0"	"0"
"461657144647901184"	"sadness"	"0"	"0.2533184236443484"	"0.35591307571412784"	"0.3982606699128845"
"461657209516998657"	"anger"	"1.431843998180071"	"0.327614784462462"	"0.35591707571412795"	"0.2904273055422915"
"461657275695116289"	"unknown"	"0"	"0"	"0"	"0"
"461657299036016641"	"fear"	"0.0861866682490245"	"0.7623755386900951"	"0"	"0"
"461657338818998272"	"fear"	"0.989814757745893"	"1.0454849643449888"	"0.8636654363246289"	"0.9535998214056128"
"461657566896869376"	"joy"	"0"	"0"	"1.4042299920835415"	"0.29879250337257846"
"461657607745179648"	"fear"	"0.019904020620896114"	"1.7430549015347145"	"0"	"0.026222592495018904"
"461657724707540992"	"unknown"	"0"	"0"	"0"	"0"
"461657771998728192"	"joy"	"0"	"0"	"0.2737830770186731"	"0"
"461657842303639552"	"joy"	"0.5323632493300923"	"0.4725834884907307"	"0.888686650561974"	"0.01060912677488259"
